epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
50,6150.65,0.3366,0.90493,1,0.27903,0.000761423,0.000761423,0.000761423
51,6365.58,0.32649,0.89691,1,0.28031,0.0007525,0.0007525,0.0007525
52,6559.62,0.33101,0.89576,1,0.29341,0.000743468,0.000743468,0.000743468
53,11025,0.31467,0.90378,1,0.26864,0.000734332,0.000734332,0.000734332
54,11221.6,0.31546,0.90034,1,0.27306,0.000725094,0.000725094,0.000725094
55,11408.4,0.3161,0.90493,1,0.27976,0.000715761,0.000715761,0.000715761
56,11627.6,0.31316,0.90951,1,0.26945,0.000706335,0.000706335,0.000706335
57,11758,0.29099,0.89805,1,0.29084,0.00069682,0.00069682,0.00069682
58,11855.3,0.29904,0.90378,1,0.27998,0.000687222,0.000687222,0.000687222
59,11951.5,0.30728,0.89748,1,0.29963,0.000677543,0.000677543,0.000677543
60,12047.2,0.29729,0.90951,1,0.26847,0.000667789,0.000667789,0.000667789
61,12142.1,0.29977,0.90893,1,0.28119,0.000657963,0.000657963,0.000657963
62,12236.8,0.28041,0.90893,1,0.28377,0.000648071,0.000648071,0.000648071
63,12329.9,0.27622,0.91008,1,0.27701,0.000638115,0.000638115,0.000638115
64,12425.1,0.29395,0.90607,1,0.27905,0.000628101,0.000628101,0.000628101
65,12520.1,0.27854,0.9118,1,0.27951,0.000618034,0.000618034,0.000618034
66,12613.6,0.27948,0.90321,1,0.27634,0.000607916,0.000607916,0.000607916
67,17102.4,0.277,0.90664,1,0.27764,0.000597754,0.000597754,0.000597754
68,17199.1,0.25341,0.90951,1,0.26399,0.000587551,0.000587551,0.000587551
69,17296.2,0.26995,0.91065,1,0.26389,0.000577311,0.000577311,0.000577311
70,17390.9,0.25989,0.91581,1,0.26625,0.00056704,0.00056704,0.00056704
71,17480.6,0.25361,0.91523,1,0.27131,0.000556742,0.000556742,0.000556742
72,17569.1,0.25302,0.90893,1,0.27789,0.000546421,0.000546421,0.000546421
73,17658.8,0.2578,0.90951,1,0.28615,0.000536081,0.000536081,0.000536081
74,17749.2,0.23651,0.90722,1,0.2908,0.000525728,0.000525728,0.000525728
75,17837.8,0.2518,0.9055,1,0.29139,0.000515366,0.000515366,0.000515366
76,17927.1,0.25034,0.90951,1,0.28032,0.000505,0.000505,0.000505
77,18017.8,0.24354,0.91123,1,0.27568,0.000494634,0.000494634,0.000494634
78,18108.1,0.23475,0.90722,1,0.2936,0.000484272,0.000484272,0.000484272
79,18197.3,0.22749,0.90779,1,0.30419,0.000473919,0.000473919,0.000473919
80,18287.2,0.21707,0.90951,1,0.28672,0.000463579,0.000463579,0.000463579
81,18376.4,0.21766,0.91123,1,0.29839,0.000453258,0.000453258,0.000453258
82,18467.3,0.22005,0.9055,1,0.30494,0.00044296,0.00044296,0.00044296
83,18557.2,0.22209,0.91294,1,0.2797,0.000432689,0.000432689,0.000432689
84,18646.2,0.22248,0.90664,1,0.29858,0.000422449,0.000422449,0.000422449
85,18736,0.21274,0.90493,1,0.28555,0.000412246,0.000412246,0.000412246
86,18827.6,0.20856,0.90321,1,0.29095,0.000402084,0.000402084,0.000402084
87,18918.5,0.20397,0.90722,1,0.28799,0.000391966,0.000391966,0.000391966
88,19005.7,0.20624,0.90493,1,0.3086,0.000381899,0.000381899,0.000381899
89,19092.6,0.20338,0.90378,1,0.31248,0.000371885,0.000371885,0.000371885
90,19183.1,0.197,0.90664,1,0.29737,0.000361929,0.000361929,0.000361929
91,19272.2,0.19308,0.91237,1,0.29562,0.000352037,0.000352037,0.000352037
92,19353.7,0.18814,0.91065,1,0.28946,0.000342211,0.000342211,0.000342211
93,19434.4,0.18498,0.90951,1,0.30138,0.000332457,0.000332457,0.000332457
94,19514.6,0.19531,0.91237,1,0.30223,0.000322778,0.000322778,0.000322778
95,19585.8,0.19934,0.91352,1,0.2932,0.00031318,0.00031318,0.00031318
96,19653.9,0.18228,0.91409,1,0.29538,0.000303665,0.000303665,0.000303665
97,19721.9,0.18165,0.91867,1,0.28911,0.000294239,0.000294239,0.000294239
98,19789.7,0.1814,0.91638,1,0.29708,0.000284906,0.000284906,0.000284906
99,19858.5,0.16828,0.91695,1,0.29854,0.000275668,0.000275668,0.000275668
100,19926.5,0.18336,0.91638,1,0.30516,0.000266532,0.000266532,0.000266532
101,19994.8,0.17313,0.91753,1,0.30291,0.0002575,0.0002575,0.0002575
102,20062.5,0.17659,0.91581,1,0.30119,0.000248577,0.000248577,0.000248577
103,20130.1,0.16044,0.91638,1,0.29947,0.000239766,0.000239766,0.000239766
104,20198.3,0.15987,0.91581,1,0.30658,0.000231071,0.000231071,0.000231071
105,57000.2,0.16878,0.91065,1,0.31662,0.000222497,0.000222497,0.000222497
106,57080.8,0.17089,0.9118,1,0.30396,0.000214046,0.000214046,0.000214046
107,57160.7,0.16111,0.90893,1,0.30195,0.000205723,0.000205723,0.000205723
108,57240.2,0.15096,0.91294,1,0.30304,0.000197532,0.000197532,0.000197532
109,57320.7,0.15778,0.91123,1,0.30571,0.000189475,0.000189475,0.000189475
110,57401.6,0.1619,0.9118,1,0.31046,0.000181557,0.000181557,0.000181557
111,57482.4,0.15176,0.91237,1,0.31218,0.00017378,0.00017378,0.00017378
112,57560.9,0.15529,0.91008,1,0.32501,0.000166149,0.000166149,0.000166149
113,57637.7,0.14734,0.90836,1,0.32262,0.000158667,0.000158667,0.000158667
114,57717.4,0.15051,0.90722,1,0.32608,0.000151336,0.000151336,0.000151336
115,57796.4,0.14383,0.90893,1,0.32801,0.000144161,0.000144161,0.000144161
116,57873.6,0.14807,0.91065,1,0.33135,0.000137143,0.000137143,0.000137143
117,57966.3,0.14236,0.90722,1,0.34036,0.000130287,0.000130287,0.000130287
118,58051,0.14615,0.90664,1,0.33608,0.000123596,0.000123596,0.000123596
119,58127.1,0.15476,0.90836,1,0.3355,0.000117072,0.000117072,0.000117072
120,58204.8,0.14684,0.90893,1,0.33575,0.000110718,0.000110718,0.000110718
121,58280.8,0.13772,0.90779,1,0.33842,0.000104537,0.000104537,0.000104537
122,58356.5,0.13156,0.90779,1,0.33673,9.85311e-05,9.85311e-05,9.85311e-05
123,58432.5,0.13546,0.90722,1,0.34494,9.2704e-05,9.2704e-05,9.2704e-05
124,58508.5,0.13404,0.90722,1,0.34233,8.70577e-05,8.70577e-05,8.70577e-05
125,58585.1,0.14011,0.90722,1,0.34307,8.15947e-05,8.15947e-05,8.15947e-05
126,58662.6,0.13901,0.90836,1,0.34529,7.63174e-05,7.63174e-05,7.63174e-05
127,58738.2,0.12959,0.90893,1,0.34551,7.12282e-05,7.12282e-05,7.12282e-05
