epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
53,5634.59,0.44488,0.89118,1,0.30976,0.000734332,0.000734332,0.000734332
54,5740.19,0.43173,0.90206,1,0.30592,0.000725094,0.000725094,0.000725094
55,5838.54,0.44079,0.90378,1,0.30692,0.000715761,0.000715761,0.000715761
56,5936.15,0.44414,0.90893,1,0.28985,0.000706335,0.000706335,0.000706335
57,6034.28,0.43396,0.90321,1,0.29388,0.00069682,0.00069682,0.00069682
58,6132.77,0.42299,0.90435,1,0.30186,0.000687222,0.000687222,0.000687222
59,6231.06,0.4412,0.89863,1,0.29845,0.000677543,0.000677543,0.000677543
60,6329.48,0.42735,0.89977,1,0.30465,0.000667789,0.000667789,0.000667789
61,6427.76,0.42122,0.90893,1,0.28972,0.000657963,0.000657963,0.000657963
62,6525.07,0.41244,0.90493,1,0.27955,0.000648071,0.000648071,0.000648071
63,6621.32,0.4021,0.90607,1,0.27953,0.000638115,0.000638115,0.000638115
64,6718.34,0.42052,0.90607,1,0.28537,0.000628101,0.000628101,0.000628101
65,6815.98,0.41742,0.90493,1,0.27804,0.000618034,0.000618034,0.000618034
66,6913.95,0.3994,0.9055,1,0.27297,0.000607916,0.000607916,0.000607916
67,7011.12,0.40417,0.90149,1,0.27271,0.000597754,0.000597754,0.000597754
68,7106.52,0.4057,0.90664,1,0.28726,0.000587551,0.000587551,0.000587551
69,7202.64,0.39744,0.89977,1,0.28876,0.000577311,0.000577311,0.000577311
70,7297.72,0.4013,0.90263,1,0.27664,0.00056704,0.00056704,0.00056704
71,7393.12,0.38612,0.91294,1,0.25776,0.000556742,0.000556742,0.000556742
72,7490.13,0.388,0.90836,1,0.27079,0.000546421,0.000546421,0.000546421
73,7587.84,0.39629,0.91065,1,0.26883,0.000536081,0.000536081,0.000536081
74,7686.22,0.37985,0.91581,1,0.26414,0.000525728,0.000525728,0.000525728
75,7784.54,0.38662,0.91352,1,0.26365,0.000515366,0.000515366,0.000515366
76,7881.98,0.3772,0.9118,1,0.26362,0.000505,0.000505,0.000505
77,7980.62,0.38034,0.90664,1,0.272,0.000494634,0.000494634,0.000494634
78,8078.26,0.38588,0.90893,1,0.26933,0.000484272,0.000484272,0.000484272
79,8176.27,0.37259,0.90664,1,0.26591,0.000473919,0.000473919,0.000473919
80,8274.39,0.35902,0.9118,1,0.26172,0.000463579,0.000463579,0.000463579
81,8372.37,0.35106,0.90607,1,0.27232,0.000453258,0.000453258,0.000453258
82,8472.12,0.36077,0.90378,1,0.26693,0.00044296,0.00044296,0.00044296
83,8571.1,0.36348,0.91237,1,0.2552,0.000432689,0.000432689,0.000432689
84,8670.02,0.36665,0.91352,1,0.264,0.000422449,0.000422449,0.000422449
85,8769.09,0.35629,0.91008,1,0.2617,0.000412246,0.000412246,0.000412246
86,8867.2,0.35603,0.91008,1,0.26303,0.000402084,0.000402084,0.000402084
87,8965.88,0.349,0.91065,1,0.25722,0.000391966,0.000391966,0.000391966
88,9064.71,0.34812,0.91352,1,0.2563,0.000381899,0.000381899,0.000381899
89,9163.34,0.34897,0.91237,1,0.25253,0.000371885,0.000371885,0.000371885
90,9261.29,0.35314,0.91409,1,0.25179,0.000361929,0.000361929,0.000361929
91,9360.02,0.34644,0.91523,1,0.25941,0.000352037,0.000352037,0.000352037
92,9457.84,0.33562,0.91466,1,0.25416,0.000342211,0.000342211,0.000342211
93,9556.12,0.34379,0.91753,1,0.25184,0.000332457,0.000332457,0.000332457
94,9653.51,0.32364,0.92039,1,0.25409,0.000322778,0.000322778,0.000322778
95,9753.14,0.34171,0.91523,1,0.25499,0.00031318,0.00031318,0.00031318
96,9851.11,0.32595,0.91466,1,0.25326,0.000303665,0.000303665,0.000303665
97,9950.04,0.32697,0.91867,1,0.24659,0.000294239,0.000294239,0.000294239
98,10047.4,0.31779,0.91523,1,0.24684,0.000284906,0.000284906,0.000284906
99,10145.1,0.32238,0.91638,1,0.24377,0.000275668,0.000275668,0.000275668
100,10243.5,0.31485,0.91695,1,0.24323,0.000266532,0.000266532,0.000266532
101,10340.6,0.31887,0.91753,1,0.24749,0.0002575,0.0002575,0.0002575
102,10436.2,0.31652,0.9181,1,0.25156,0.000248577,0.000248577,0.000248577
103,10531.7,0.30494,0.91695,1,0.25071,0.000239766,0.000239766,0.000239766
104,10627.3,0.29492,0.91753,1,0.25688,0.000231071,0.000231071,0.000231071
105,10722.8,0.30363,0.9181,1,0.25054,0.000222497,0.000222497,0.000222497
106,10818.3,0.30475,0.92039,1,0.24911,0.000214046,0.000214046,0.000214046
107,10913.9,0.29843,0.91581,1,0.24721,0.000205723,0.000205723,0.000205723
108,11010.8,0.29407,0.91638,1,0.24794,0.000197532,0.000197532,0.000197532
109,11092.9,0.28603,0.9181,1,0.24742,0.000189475,0.000189475,0.000189475
110,11177.3,0.30362,0.91638,1,0.24593,0.000181557,0.000181557,0.000181557
111,11262,0.28829,0.91581,1,0.2456,0.00017378,0.00017378,0.00017378
112,11346.4,0.298,0.91237,1,0.25269,0.000166149,0.000166149,0.000166149
113,11429.1,0.28308,0.91409,1,0.24429,0.000158667,0.000158667,0.000158667
114,11512.8,0.29185,0.9118,1,0.24432,0.000151336,0.000151336,0.000151336
115,11595.8,0.28441,0.91409,1,0.24489,0.000144161,0.000144161,0.000144161
116,11678.5,0.27863,0.91523,1,0.24537,0.000137143,0.000137143,0.000137143
117,11761.5,0.27914,0.91352,1,0.26792,0.000130287,0.000130287,0.000130287
118,11841.5,0.27687,0.91638,1,0.24409,0.000123596,0.000123596,0.000123596
119,11920.8,0.28352,0.9181,1,0.24454,0.000117072,0.000117072,0.000117072
120,12004.2,0.27525,0.9181,1,0.2441,0.000110718,0.000110718,0.000110718
121,12086.8,0.27749,0.9181,1,0.24882,0.000104537,0.000104537,0.000104537
122,12169.7,0.26341,0.91924,1,0.24346,9.85311e-05,9.85311e-05,9.85311e-05
123,12250.2,0.26021,0.91924,1,0.24602,9.2704e-05,9.2704e-05,9.2704e-05
124,12328.9,0.26282,0.92153,1,0.24458,8.70577e-05,8.70577e-05,8.70577e-05
125,12407.5,0.26133,0.92268,1,0.24551,8.15947e-05,8.15947e-05,8.15947e-05
126,12486.6,0.2748,0.91982,1,0.24757,7.63174e-05,7.63174e-05,7.63174e-05
127,12564.5,0.26531,0.92039,1,0.2494,7.12282e-05,7.12282e-05,7.12282e-05
128,12642.7,0.25999,0.91924,1,0.24909,6.63292e-05,6.63292e-05,6.63292e-05
129,12721.8,0.25439,0.91867,1,0.24943,6.16227e-05,6.16227e-05,6.16227e-05
130,12801.5,0.25871,0.92039,1,0.25068,5.71106e-05,5.71106e-05,5.71106e-05
131,14158.1,0.25398,0.91867,1,0.24939,5.2795e-05,5.2795e-05,5.2795e-05
132,14228.7,0.25677,0.91924,1,0.24962,4.86777e-05,4.86777e-05,4.86777e-05
133,14298.5,0.25435,0.91982,1,0.25495,4.47606e-05,4.47606e-05,4.47606e-05
134,14369.2,0.2588,0.91982,1,0.25019,4.10454e-05,4.10454e-05,4.10454e-05
135,14438.9,0.24299,0.91924,1,0.25386,3.75337e-05,3.75337e-05,3.75337e-05
136,14509.1,0.24859,0.91924,1,0.25132,3.4227e-05,3.4227e-05,3.4227e-05
137,14593.3,0.2627,0.92039,1,0.24954,3.11268e-05,3.11268e-05,3.11268e-05
138,14675.5,0.25597,0.92039,1,0.24961,2.82345e-05,2.82345e-05,2.82345e-05
139,14760.8,0.25069,0.92039,1,0.24937,2.55513e-05,2.55513e-05,2.55513e-05
140,14848.3,0.25612,0.92039,1,0.24949,2.30784e-05,2.30784e-05,2.30784e-05
141,14945.1,0.25686,0.92039,1,0.25119,2.08169e-05,2.08169e-05,2.08169e-05
142,15031.7,0.25406,0.91982,1,0.24975,1.87678e-05,1.87678e-05,1.87678e-05
143,15118.1,0.24827,0.91982,1,0.2505,1.6932e-05,1.6932e-05,1.6932e-05
144,15205.8,0.2437,0.91982,1,0.25039,1.53102e-05,1.53102e-05,1.53102e-05
145,15293.4,0.2456,0.91982,1,0.25012,1.39032e-05,1.39032e-05,1.39032e-05
146,15381,0.25759,0.91982,1,0.25025,1.27117e-05,1.27117e-05,1.27117e-05
147,15471.7,0.24863,0.91982,1,0.25178,1.1736e-05,1.1736e-05,1.1736e-05
148,15561.5,0.24773,0.91982,1,0.25096,1.09768e-05,1.09768e-05,1.09768e-05
149,15653.6,0.24599,0.92039,1,0.25088,1.04342e-05,1.04342e-05,1.04342e-05
150,15743.5,0.24294,0.91982,1,0.25401,1.01086e-05,1.01086e-05,1.01086e-05
